DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2015-05-18,Luhanska,Troitskyi,Maslakove,4400000000,4425400000,4425484003,"eius voluptatibus vel"," ",NGCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Enim error nobis quidem molestiae iusto laboriosam. Adipisci minima veniam autem dolorum. Saepe est adipisci autem ducimus."," ",NDP,35," ",Protection," ",Yes,"ipsum corporis ipsam recusandae magnam blanditiis molestias totam",3,resolved,2016-06-24,11,"asperiores rem non",http://www.harris.com/app/tag/faq/," ",49.845,38.643
2015-10-19,Luhanska,Briankivska,Hlybokyi,4400000000,4410500000,4410545900," ","autem distinctio corporis",NGCA,"Support Request",Yes,"Presence of landmines and/or EWRs","Aliquid sequi rem ipsum quae. Alias voluptate odio nostrum. Eos voluptas ut nesciunt fugit optio.","Veritatis ut ipsam omnis rem et repellat. Explicabo explicabo atque ipsam quos.",Community,40,"aut nobis repellendus","Emergency Shelter/NFI","dolore repellendus perspiciatis",No," ",7,resolved,2015-11-24,34,"recusandae nobis atque",http://park.info/about/," ",48.475,38.587
2015-12-13,Donetska,Kramatorska,Malotaranivka,1400000000,1412900000,1412946500," ","aliquam sint ea",NGCA,"Support Request",Yes,"Access to water"," ","Occaecati saepe ipsam commodi. Consequuntur quos accusantium distinctio nostrum recusandae quos.",IDP,107," ","Livelihoods/Early Recovery","cupiditate rerum quibusdam",Yes," ",48,resolved,2016-01-15,58,"excepturi asperiores labore",http://www.cain.com/privacy.html,"Natus illum quos animi explicabo porro amet sequi. Ipsa ab minima necessitatibus maxime eaque. Cum mollitia harum atque facilis recusandae ipsa.",48.664,37.51
2015-09-12,Luhanska,Perevalskyi,Komisarivka,4400000000,4423600000,4423656100," ","ex unde rerum",GCA,"Support Request",Yes,"Access to shelter","Deserunt nihil adipisci corrupti repellat quos cumque. Velit optio illum impedit odit.","Quidem quis beatae dolores iusto vel vel. Delectus veniam porro omnis id animi.",Community,64," ","Emergency Shelter/NFI"," ",No," ",13,"Addressed but unresolved",2016-03-08,48,"nesciunt beatae est"," ","Odio atque modi at iure. Aliquam similique sunt consequatur ipsum. Officiis voluptate consequuntur eos dignissimos voluptatem id. Libero aliquam nisi labore tempore est asperiores.",48.389,38.522
2016-01-15,Donetska,Kirovska,Kirovske,1400000000,1412500000,1412500000," ","neque in inventore",GCA,"Need Overview",No,"Access to humanitarian assistance"," "," ",IDP,85," ","Livelihoods/Early Recovery"," ",Yes,"error dolore numquam corrupti optio nemo repellat eos",35,resolved,2016-02-14,1,"maiores odit dicta",http://www.anderson.com/," ",48.146,38.36
2015-05-04,Donetska,Novoazovskyi,Kovske,1400000000,1423600000,1423686604,"earum modi eius"," ",GCA,"Need Overview",Yes,"Access to health services","Modi est veniam placeat hic corrupti. Delectus iusto quidem enim repudiandae."," ",Community,143,"recusandae vero mollitia",Protection,"eveniet corrupti et",Yes,"occaecati occaecati minima similique quisquam labore quasi facere",65,resolved,2015-07-10,38," ",http://www.clayton-gaines.com/,"Ducimus aperiam amet voluptates deleniti accusantium sunt commodi. Quibusdam fuga facere culpa. Temporibus maiores impedit voluptates et iste.",47.237,38.239
2015-12-30,Luhanska,Briankivska,"Yuzhna Lomuvatka",4400000000,4410500000,4410546500,"culpa perspiciatis nam"," ",NGCA,"Need Overview",Yes,"Access to water"," "," ",Individuals,29," ",Education," ",No," ",25,resolved,2016-06-10,6," "," ","Fugit eveniet reiciendis veniam commodi. Quae id cumque rem temporibus dolorem quia. Reprehenderit molestiae harum esse consequatur earum quibusdam.",48.436,38.531
2016-01-28,Donetska,Khartsyzka,Pivche,1400000000,1415000000,1415047201,"quibusdam odio quos"," ",GCA,"Support Request",Yes,"Access to health services","Asperiores cupiditate soluta necessitatibus deserunt ad ullam. Ducimus unde perspiciatis ratione alias iure consequuntur.","Facere enim dolorem illum corrupti. Assumenda corporis corrupti a vel.",Individuals,98," ",Logistics," ",No," ",10,"Addressed but unresolved",2016-05-17,23," ",http://henson.org/search.php,"Ea quam reprehenderit temporibus architecto eligendi. Aliquid sed nihil a harum deleniti deleniti odio.",47.99,38.31
2015-04-18,Donetska,Artemivska,Soledar,1400000000,1410300000,1410370300,"deserunt cumque beatae"," ",NGCA,"Need Overview",No,Other,"Rerum accusamus sint quasi aperiam id dolor minima. Excepturi soluta id soluta recusandae."," ",Individuals,124,"adipisci excepturi explicabo","Water Sanitation Hygiene","dolorum hic alias",No," ",23,"Not addressed",2016-04-23,78," "," ","Blanditiis natus voluptate sit molestiae. Perferendis provident vel deleniti optio aliquid voluptatem quos. Saepe soluta veniam soluta quia a.",48.695,38.068
2016-02-23,Luhanska,Stanychno-Luhanskyi,Komyshne,4400000000,4424800000,4424882501," ","accusamus quidem consequatur",NGCA,"Support Request",No,"Access to NFI","Atque quo odio fuga ex voluptatum a. Facere nostrum eius ducimus. Doloribus mollitia quas amet.","Atque perferendis vitae doloremque deserunt dolor. Ut nesciunt nobis saepe vel reiciendis iure.",Individuals,148,"accusantium odio ipsum","Water Sanitation Hygiene"," ",Yes," ",62,"Not addressed",2016-02-28,90,"vel molestiae cum",http://gilbert.info/homepage.htm,"Voluptates ipsa asperiores nesciunt nobis. Consequuntur perferendis distinctio qui corporis accusantium provident. Similique expedita enim unde aliquid aperiam neque culpa omnis.",48.711,39.673
2016-03-15,Luhanska,Kirovska,Tavrychanske,4400000000,4411000000,4411045703," "," ",NGCA,"Need Overview",Yes,"Access to health services"," "," ",NDP,118,"facere repudiandae suscipit","Food Security","voluptate veniam dignissimos",Yes,"ratione voluptatibus rem eveniet facilis consectetur perferendis sapiente",51,"Not addressed",2016-06-17,58,"magni soluta consectetur",http://www.johnson-johnson.org/blog/main/tags/author/,"Qui nisi maiores labore. Voluptas odit odio sapiente neque vitae. Quisquam voluptatibus magnam iure fugiat rerum voluptatum odio.",48.629,38.693
2015-05-10,Donetska,Donetska,Temriuk,1400000000,1410100000,1410166313,"totam in eos"," ",NGCA,"Mine Risk",Yes,"Access to humanitarian assistance","Nesciunt voluptatum nam cum. Perferendis blanditiis a veniam. Odit harum nobis quos assumenda mollitia quo.","Voluptatum expedita consequuntur aut maiores dolore accusantium. Soluta aut amet deserunt minus.",IDP,10,"expedita deserunt dicta","Livelihoods/Early Recovery","provident vel corporis",Yes,"assumenda cupiditate quia tempore quibusdam earum ad ipsam",0,"Not addressed",2016-06-23,7,"praesentium non nobis"," ","Minus voluptates enim debitis animi earum error. In cupiditate ipsa rerum dolores vitae blanditiis minus nisi.",47.896,37.986
2015-10-17,Donetska,Starobeshivskyi,Marianivka,1400000000,1424500000,1424582401," "," ",GCA,"Need Overview",Yes,"Presence of landmines and/or EWRs","Cupiditate numquam animi eligendi ab. Libero quidem provident voluptatibus rerum cum est nulla."," ",IDP,147,"explicabo porro quibusdam",Logistics," ",Yes," ",71,"Not addressed",2016-02-02,89,"odio saepe unde"," ","Voluptas autem eum quas. Ipsum itaque ex molestiae culpa totam minima.",47.882,37.854
2015-01-04,Donetska,Slovianska,Mykolaivka,1400000000,1414100000,1414170300,"sapiente beatae dolores","iste saepe non",NGCA,"Need Overview",No,"Access to NFI"," ","Modi alias fugit iure minus fugiat voluptatem rerum. Quam eaque recusandae iure quod vitae nostrum.",Community,98,"aliquam eaque atque","Livelihoods/Early Recovery","aliquid impedit nihil",No,"porro fugit distinctio repudiandae reprehenderit voluptas nihil accusantium",47,"Addressed but unresolved",2016-06-02,27," ",http://www.brown-norris.net/explore/homepage.html,"Eaque ex asperiores expedita iure sapiente. Temporibus eum rem illum praesentium omnis sapiente doloribus. Non hic at accusantium quia esse.",48.852,37.771
2016-03-29,Donetska,Kostiantynivskyi,Berestok,1400000000,1422400000,1422482703,"voluptatibus quibusdam eius","ipsum tempore veniam",GCA,"Mine Risk",Yes,Other,"Enim voluptates veritatis facilis et. Dignissimos perspiciatis officiis esse ab dolorum consectetur."," ",Community,95,"hic officiis neque","Food Security","amet iusto delectus",Yes," ",85,"Not addressed",2016-04-13,91,"et voluptatem laudantium",http://hamilton-burton.com/post.html,"Voluptate expedita consequuntur nostrum amet repudiandae illum. Vero distinctio porro reprehenderit. Numquam illum dolore tempora consequatur.",48.476,37.695
2016-02-18,Donetska,Novoazovskyi,Siedovo-Vasylivka,1400000000,1423600000,1423687705,"expedita recusandae eveniet","quod dolore atque",NGCA,"Mine Risk",Yes,"Access to humanitarian assistance","Illum quo facere illum. Adipisci unde illo cumque. Delectus ratione illo blanditiis."," ",NDP,34," ","Emergency Shelter/NFI","non ex tempora",No,"repellat sit optio maiores repellat enim non repellat",7,resolved,2016-04-21,11," "," ","Repellendus qui occaecati doloribus nisi nam dolor vitae nesciunt. Commodi occaecati perferendis culpa harum mollitia occaecati impedit. Qui sapiente consequatur pariatur ex sapiente.",47.224,38.113
2015-06-21,Luhanska,Antratsytivskyi,"Chervonyi Zhovten",4400000000,4420300000,4420382202," "," ",GCA,"Support Request",Yes,"Access to NFI"," "," ",NDP,88,"natus iste provident",Education," ",No,"est deleniti minima quae vero nisi reprehenderit itaque",18,"Addressed but unresolved",2015-10-09,48,"similique voluptas excepturi"," ","Odio repudiandae voluptates praesentium corporis est facilis perspiciatis. Laboriosam suscipit tempora explicabo. Aspernatur modi saepe optio totam aliquid facilis.",47.849,39.141
2015-07-20,Luhanska,Novoaidarskyi,Chabanivka,4400000000,4423100000,4423188001,"doloremque eligendi vero","atque quo nulla",NGCA,"Mine Risk",No,"Access to water"," "," ",Community,104,"doloribus necessitatibus magni",Logistics,"corrupti dolorum nihil",No,"voluptatem velit similique iure repellat cupiditate facilis corrupti",77,"Addressed but unresolved",2016-07-08,86,"nesciunt quam dicta",http://snyder.org/index.jsp," ",49.032,38.758
2016-02-15,Luhanska,Novoaidarskyi,Malovendelivka,4400000000,4423100000,4423155102,"excepturi in eius","fugiat qui hic",NGCA,"Need Overview",Yes,"Presence of landmines and/or EWRs"," "," ",NDP,11,"earum nulla cum","Water Sanitation Hygiene","voluptates sit sint",Yes,"aut blanditiis numquam odio voluptatum cumque laudantium tempore",7,"Not addressed",2016-05-09,1," "," "," ",49.01,38.94
2016-06-13,Donetska,Makiivska,Zemlianky,1400000000,1413500000,1413565300,"hic aliquid unde","at placeat neque",GCA,"Need Overview",No,"Access to water"," "," ",Community,24," ","Water Sanitation Hygiene"," ",Yes,"labore voluptatem illo numquam pariatur doloribus error asperiores",16,resolved,2016-06-30,5,"eum veritatis perferendis",http://www.sharp.com/blog/categories/tag/terms.php,"Deleniti accusamus consectetur accusamus similique sequi ducimus. Consequatur asperiores minus voluptas ratione sit in quidem consectetur.",48.13,37.914
2016-04-17,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000," "," ",GCA,"Need Overview",No,"Presence of landmines and/or EWRs"," ","Quaerat reprehenderit quasi tenetur ad. Mollitia aspernatur exercitationem explicabo culpa.",Individuals,127,"occaecati optio vitae",Protection,"molestiae nisi temporibus",No," ",6,"Not addressed",2016-06-16,107," ",http://moore.info/blog/blog/posts/login/," ",48.326,38.06
2015-05-11,Donetska,Yenakiivska,Shchebenka,1400000000,1412000000,1412046809,"occaecati eaque molestias","libero possimus odit",GCA,"Support Request",No,Other,"Deserunt dolore autem amet. Eveniet repellendus repellendus id iure libero saepe. Tempora magni explicabo labore suscipit."," ",Community,40,"minus nulla in","Livelihoods/Early Recovery","maxime dolorem blanditiis",Yes," ",31,"Addressed but unresolved",2015-12-22,10," "," ","Assumenda nihil rem sit odio eligendi sunt. Ipsa at quia eligendi dolorem hic sequi similique. Sint provident possimus eaque est.",48.189,38.141
2015-09-10,Donetska,Torezka,Pelahiivka,1400000000,1414700000,1414745400,"animi quas ex"," ",GCA,"Mine Risk",Yes,"Access to humanitarian assistance"," ","Veniam est illo tenetur dicta. Reprehenderit harum atque molestiae ea soluta deserunt.",Individuals,143," ","Emergency Shelter/NFI"," ",Yes," ",71,"Addressed but unresolved",2015-10-12,53,"quae aspernatur dolorem"," ","Tempore commodi nam autem sunt aut minima iure. Quisquam ad occaecati accusamus qui. In illum pariatur soluta architecto dolor quia.",48.097,38.606
2016-07-02,Donetska,Vuhledarska,Vuhledar,1400000000,1414800000,1414800000," "," ",GCA,"Support Request",Yes,Other," ","Eveniet recusandae fugit nobis culpa. Minima libero iure laboriosam iste odit quo labore.",IDP,37," ",Protection,"alias delectus ipsam",Yes,"accusamus saepe sunt labore dolor laudantium sint laborum",22,resolved,2016-07-11,1," "," ","Harum expedita et corrupti nemo doloribus reprehenderit. Quia veritatis culpa quod libero dolores perferendis voluptas. Dolorum aspernatur fuga distinctio facilis.",47.78,37.246
2015-01-21,Luhanska,Novopskovskyi,Pavlenkove,4400000000,4423300000,4423385301,"molestias omnis nulla","quod maxime at",NGCA,"Need Overview",Yes,"Access to NFI"," "," ",Individuals,15," ","Emergency Shelter/NFI"," ",Yes," ",10,"Not addressed",2016-03-04,2,"possimus recusandae consectetur"," "," ",49.707,39.082
2015-07-26,Donetska,Dzerzhynska,Leonidivka,1400000000,1411200000,1411246503," ","culpa ipsa ducimus",GCA,"Mine Risk",No,"Access to NFI"," ","Illum provident ducimus unde. Nam et unde quia. Facere sequi ullam expedita recusandae.",IDP,128," ","Livelihoods/Early Recovery"," ",No," ",116,resolved,2015-10-29,21," ",http://walsh.com/," ",48.371,37.799
2016-05-06,Luhanska,Novopskovskyi,Lysohorivka,4400000000,4423300000,4423382002,"debitis ut placeat","fuga autem illo",NGCA,"Mine Risk",No,"Access to health services","Quod odio vel unde architecto. Ex cumque sit unde maxime mollitia eius non."," ",NDP,110,"vero facilis porro",Logistics,"mollitia distinctio ducimus",No,"itaque debitis est debitis quam quis dignissimos maiores",63,"Addressed but unresolved",2016-06-24,92,"enim tenetur praesentium"," ","Ullam ea mollitia consequatur soluta inventore deserunt ratione. Doloribus sunt dolorum totam. Voluptatem id voluptas quisquam esse. Distinctio suscipit tempora blanditiis voluptatibus quos ipsum.",49.437,38.94
2016-03-23,Donetska,Shakhtarskyi,Rozivka,1400000000,1425200000,1425286901," "," ",NGCA,"Support Request",Yes,"Access to water","Ullam qui quidem repudiandae rerum odit. Non alias quae tempora quasi laborum. Eius ipsam cumque quasi nam."," ",Community,116," ",Education," ",Yes," ",97,"Not addressed",2016-04-07,2," ",http://mills.biz/,"Animi sint maxime voluptatibus veniam voluptates consectetur. Expedita placeat quam quam. Mollitia ex fugiat unde esse possimus ipsam maxime cupiditate. Magnam officia officia aspernatur.",48.169,38.222
2015-02-17,Luhanska,Sverdlovska,Leninske,4400000000,4412700000,4412746300," "," ",GCA,"Support Request",Yes,"Access to water","Cupiditate a laudantium doloribus ipsum magnam. Voluptas ipsa in ad consequuntur nulla. Deserunt corporis ipsa atque odio."," ",NDP,41,"quas dolore sint","Food Security"," ",Yes," ",16,"Addressed but unresolved",2016-04-01,38," ",http://morris-huff.info/search/list/search.html,"Perferendis perspiciatis id amet aliquid quis. Officia illo rem accusamus quibusdam odio consequatur in velit.",48.077,39.559
2015-12-04,Donetska,Pershotravnevyi,Rybatske,1400000000,1423900000,1423982202,"mollitia temporibus libero","dolore ut iusto",GCA,"Need Overview",Yes,"Access to humanitarian assistance"," "," ",NDP,147," ",Protection,"quae quas vel",No," ",86,resolved,2015-12-28,60,"odit quidem harum"," "," ",47.006,37.452
2015-04-14,Donetska,Krasnoarmiiska,Krasnoarmiisk,1400000000,1413200000,1413200000,"placeat veritatis qui","voluptate enim fuga",NGCA,"Need Overview",No,"Access to health services"," ","Quae nisi laborum enim debitis. Tenetur pariatur iste necessitatibus porro adipisci.",IDP,19," ","Food Security","reiciendis facilis qui",Yes," ",9,"Not addressed",2016-02-24,2,"deleniti cupiditate laudantium"," ","Unde dicta similique fugit harum facere voluptates natus. Facere illum necessitatibus magni iure neque id. Voluptas quis rem facere asperiores.",48.283,37.179
2015-09-18,Luhanska,Perevalskyi,Stepanivka,4400000000,4423600000,4423684407,"quibusdam nostrum minima","exercitationem vitae veritatis",GCA,"Need Overview",Yes,"Access to water","Rem molestiae possimus atque quam. Expedita perspiciatis praesentium velit aperiam. Cum ducimus quidem quam.","Eveniet enim eos odit ipsa. Quia pariatur quae culpa necessitatibus. Nostrum quo rerum est officia.",NDP,145," ",Protection,"exercitationem quaerat ea",No," ",54,"Addressed but unresolved",2016-02-29,20,"laboriosam eius debitis",http://www.lucero.info/," ",48.451,38.495
2015-01-04,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000," "," ",GCA,"Mine Risk",Yes,"Access to health services","Quia ipsam architecto quas tempore. Voluptatibus doloribus quas iste dolorum ex expedita. Sed dignissimos officiis a autem."," ",NDP,71," ","Food Security","doloremque voluptate placeat",No,"tempore ratione asperiores fugiat eaque suscipit commodi unde",41,resolved,2015-10-15,40," ",http://fernandez-snyder.biz/blog/main/terms.html," ",48.326,38.06
2015-12-02,Donetska,Donetska,Hryshky,1400000000,1410100000,1410166305," "," ",GCA,"Support Request",No,"Access to NFI"," "," ",Community,22,"deleniti saepe voluptates","Food Security"," ",Yes," ",2,resolved,2016-05-05,2," ",http://www.tate-lane.org/app/terms/,"Sed libero dolor illum tenetur. Eaque nulla repudiandae labore laborum labore placeat modi corporis. Recusandae et reprehenderit similique id quo velit.",47.878,37.995
2015-04-08,Donetska,Dobropilskyi,Matiasheve,1400000000,1422000000,1422082203," ","laborum minus culpa",NGCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," "," ",Community,96,"amet labore est","Emergency Shelter/NFI"," ",No,"perferendis hic eaque fuga eos ipsum dolorem laudantium",62,"Not addressed",2016-03-17,22,"voluptatum harum repellat",http://www.tyler.com/search/,"Dolore ipsum culpa quaerat quod quaerat fuga. Nam officia sunt accusamus consequatur. Reprehenderit nulla recusandae harum modi sequi commodi expedita inventore. Non corporis labore voluptatibus a.",48.41,37.063
2016-06-07,Donetska,Krasnolymanska,"Staryi Karavan",1400000000,1413300000,1413390005,"autem suscipit dolor","tempora et rem",GCA,"Mine Risk",No,"Access to humanitarian assistance"," ","Tempore accusamus architecto ex fugiat labore. Inventore minima animi doloribus nisi soluta.",Individuals,57," ",Protection,"reprehenderit sunt facilis",Yes,"ut est laboriosam quasi dolor ratione id libero",31,"Addressed but unresolved",2016-06-16,12,"ea a accusantium"," "," ",48.92,37.785
2016-03-12,Donetska,Volnovaskyi,Vasylivka,1400000000,1421500000,1421587203," ","rem quaerat porro",GCA,"Need Overview",No,"Access to humanitarian assistance","Expedita a accusantium placeat amet consectetur vero nesciunt. Praesentium minus amet voluptas sequi officia et."," ",Community,41,"quam architecto eligendi","Food Security"," ",Yes,"laborum quisquam reiciendis est ipsum id blanditiis eligendi",10,resolved,2016-03-26,40,"quibusdam illo eum",http://contreras.org/list/main/list/homepage.jsp,"Cupiditate animi dolores magnam sed ducimus. Magni odio incidunt doloribus officia. Quas veritatis atque voluptatibus.",47.576,37.676
2015-05-16,Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000,"deserunt vel adipisci","veniam enim explicabo",GCA,"Support Request",No,"Access to shelter","Modi officiis quos et asperiores. Accusamus fugiat architecto error quae tempore. Eligendi fuga commodi iure ullam laborum.","Atque repudiandae aspernatur temporibus incidunt. Quas expedita accusantium deserunt enim.",IDP,49," ","Livelihoods/Early Recovery","dolorum doloribus perspiciatis",No,"odio odio autem cupiditate illo similique labore id",21,"Addressed but unresolved",2016-07-05,23,"est voluptas ea",http://hansen.com/faq/,"Asperiores possimus deserunt odio impedit incidunt quod quisquam illum. Explicabo unde inventore animi nemo iure ea error. Ipsum dolor quibusdam in.",48.149,37.741
2015-11-05,Luhanska,Krasnolutska,Butkevych,4400000000,4411600000,4411670901,"exercitationem nihil cumque"," ",NGCA,"Mine Risk",No,"Access to shelter","Saepe nisi dolore deleniti assumenda. Voluptatem vitae quo ex. Explicabo qui aliquid velit assumenda aperiam sed sit."," ",Individuals,11," ",Health/Nutrition,"officiis modi ratione",Yes," ",1,"Not addressed",2016-03-01,10,"ab explicabo nostrum"," ","Praesentium vero officiis ea ipsum. Voluptate eaque inventore aut nihil sint. Facere ut corrupti distinctio. Est ipsa aliquid odio enim quisquam soluta.",48.31,38.864
2015-10-05,Donetska,Oleksandrivskyi,Novooleksandrivka,1400000000,1420300000,1420386801," "," ",GCA,"Support Request",No,"Access to humanitarian assistance"," ","Praesentium repellat quam quae ipsam. Delectus illo voluptatibus minima.",IDP,89," ","Livelihoods/Early Recovery"," ",Yes," ",44,"Addressed but unresolved",2016-05-18,61," "," "," ",48.768,36.851
2015-08-19,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000," ","dolor ducimus beatae",NGCA,"Need Overview",Yes,"Presence of landmines and/or EWRs","Ad dolores omnis quis quae fugit. Culpa iure officia corporis. Consequatur velit mollitia earum repellat at eum.","Architecto iste assumenda quam commodi consectetur omnis. Atque eum asperiores accusamus.",Community,71,"officia reiciendis in",Protection," ",No,"soluta ipsam quos at itaque quisquam nostrum asperiores",20,resolved,2016-05-09,32,"quas iusto quasi",http://www.bell-gomez.org/register/,"Iusto enim in eum eligendi aliquam minima similique. Animi at vero sed possimus quisquam dolore eveniet. In accusamus fugit fugiat.",49.021,38.366
2015-05-31,Luhanska,Rovenkivska,Ulianivka,4400000000,4412300000,4412391005," "," ",GCA,"Support Request",Yes,"Access to water","Pariatur natus accusantium necessitatibus necessitatibus sint. Expedita ab corporis iure aliquid cupiditate quod dolorem."," ",Individuals,71,"minus consequatur eaque",Protection," ",No," ",42,"Not addressed",2016-01-12,67,"occaecati exercitationem quisquam"," "," ",48.009,39.377
2015-12-30,Luhanska,Lutuhynskyi,"Mala Martynivka",4400000000,4422200000,4422282204," ","quidem doloremque necessitatibus",NGCA,"Need Overview",Yes,"Access to health services"," ","Soluta debitis dolorem iusto maxime fuga doloremque debitis. Maxime beatae eaque eligendi corrupti.",Community,120,"fuga praesentium eaque","Water Sanitation Hygiene","hic vitae cum",Yes,"praesentium blanditiis similique at atque provident sed iusto",27,resolved,2016-01-08,98,"cumque commodi quo",http://www.webster.net/explore/tags/main/,"Quos dolor a minus quibusdam. Laboriosam culpa explicabo est sunt explicabo culpa magnam. Molestias eveniet tenetur voluptatem odio vitae.",48.391,38.966
2016-04-22,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000,"quasi sapiente facilis"," ",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs","Iste tempore aspernatur repudiandae occaecati a repellendus non omnis. Repellendus odit quod odio deleniti hic.","Doloremque vitae neque maxime cumque voluptas. Nihil asperiores expedita nam quis eum id.",Individuals,127,"alias vel necessitatibus",Logistics,"voluptatem laboriosam alias",No,"dicta ipsa consequatur velit fugiat ad doloribus harum",103,resolved,2016-06-15,22,"velit doloremque hic",http://www.gonzalez.info/categories/wp-content/faq/," ",47.749,37.677
2015-07-17,Donetska,Vuhledarska,Vuhledar,1400000000,1414800000,1414800000," ","exercitationem provident excepturi",NGCA,"Support Request",Yes,"Access to humanitarian assistance"," ","Unde cumque neque asperiores nam. A quam blanditiis perferendis consequatur perspiciatis at.",NDP,83,"eligendi illum quos","Water Sanitation Hygiene"," ",No,"accusantium sed quaerat eius voluptatibus optio animi saepe",33,"Addressed but unresolved",2016-07-11,40,"harum totam ab",http://www.cherry-campbell.net/main/app/index.html,"Incidunt corporis explicabo quam animi veniam. Ex doloremque cum ab rerum ea harum inventore. Debitis odio libero sit voluptatum.",47.78,37.246
2015-10-21,Luhanska,Kreminskyi,Kreminna,4400000000,4421600000,4421610100," "," ",GCA,"Need Overview",Yes,"Access to shelter","Ipsa eaque soluta velit odio quod maiores commodi. Architecto asperiores fugiat doloribus vel nihil.","Facere nemo molestias in totam totam. Recusandae repudiandae enim reiciendis deleniti.",IDP,27," ",Logistics," ",No,"quisquam magnam veniam perferendis sequi expedita excepturi deleniti",12,"Not addressed",2016-03-14,22," "," ","Non nostrum a molestias voluptatibus sequi alias. Molestiae autem culpa eius vero deserunt. Aliquid officia ab praesentium ipsam in officiis omnis. Laboriosam nesciunt maxime odio explicabo.",49.037,38.202
2016-05-12,Luhanska,Kreminskyi,Holubivka,4400000000,4421600000,4421681301,"distinctio laudantium aspernatur"," ",NGCA,"Need Overview",No,Other," ","Architecto accusantium eos inventore repellendus suscipit. Eos natus veritatis rerum unde optio.",IDP,72," ","Water Sanitation Hygiene","sit rerum unde",No,"minus recusandae nam culpa dolor odit aspernatur fugiat",35,resolved,2016-05-14,45,"dolores voluptas numquam"," ","Tempora ipsa nostrum enim possimus nam eos. Est reiciendis exercitationem mollitia aspernatur. Laboriosam reprehenderit facilis quam quam. Earum enim mollitia eum omnis tenetur.",49.223,38.461
2016-07-03,Luhanska,Briankivska,"Yuzhna Lomuvatka",4400000000,4410500000,4410546500," ","accusamus ad quod",GCA,"Need Overview",No,Other," "," ",Individuals,45,"assumenda eaque enim",Health/Nutrition," ",No," ",9,"Addressed but unresolved",2016-07-04,6," "," "," ",48.436,38.531
2016-03-10,Donetska,Zhdanivska,Vilkhivka,1400000000,1412100000,1412147000," ","expedita fuga sed",GCA,"Mine Risk",No,Other," ","Ab repellat deserunt nisi esse doloremque unde. A dolor nisi totam. Velit molestiae beatae beatae.",Individuals,92,"odit repudiandae vero","Water Sanitation Hygiene","debitis provident minima",No," ",17,resolved,2016-04-24,11," "," "," ",48.111,38.307
2015-08-05,Donetska,Horlivska,Ozerianivka,1400000000,1410600000,1410691001," ","totam blanditiis repudiandae",NGCA,"Support Request",No,Other,"Officia ab quam quisquam id corporis assumenda. Voluptate velit alias rem. Adipisci vero quidem harum ut provident nostrum.","Cum temporibus amet dolorem magni aliquid. Placeat eveniet ab itaque. Deserunt aliquid unde rerum.",Individuals,62,"occaecati autem quos","Water Sanitation Hygiene","porro molestias nobis",No," ",35,"Addressed but unresolved",2016-01-29,36,"vero quisquam reiciendis",http://stewart.com/," ",48.275,37.986
2015-01-07,Luhanska,Perevalskyi,Artemivsk,4400000000,4423600000,4423610300," "," ",GCA,"Support Request",No,"Access to NFI","Suscipit odio fugiat esse soluta occaecati. Rem accusamus quasi non. Eos vero doloremque minus ducimus nihil.","Non quam sunt quaerat tempora. Similique repellendus sed eligendi porro facilis.",Community,93,"fuga explicabo culpa",Education," ",No," ",84,"Addressed but unresolved",2016-04-18,72," ",http://mcgee-yates.com/about/,"Dolores amet quo nobis nostrum odit harum. Occaecati tenetur quibusdam blanditiis.",48.439,38.719
2015-11-24,Luhanska,Novoaidarskyi,Koliadivka,4400000000,4423100000,4423183401," ","est aliquam corrupti",GCA,"Support Request",No,"Access to humanitarian assistance"," ","Reiciendis voluptatum incidunt fugit odio sapiente odit id. Molestiae porro maiores facilis minima.",IDP,135,"vitae delectus vel",Health/Nutrition," ",Yes," ",91,resolved,2016-03-10,61," ",http://www.brown.biz/terms/,"Deleniti vel quisquam voluptate cum asperiores et. Exercitationem distinctio fugit enim non quisquam atque. Molestiae facere impedit eius consequuntur ipsam.",49.08,39.201
